SIC Code,Median_sales_domestic,Median_sales_global
7519,163.7619822,163.7619822
2045,787.1996856,787.1996856
3317,158.983985,158.983985
921,604.3434997,604.3434997
2082,1999.966808,3784.395284
3399,38.18500342,69.50151059
2754,17.97826384,17.97826384
3496,103.1160902,1845.619672
3648,58.00380725,587.0232468
7911,11.60708134,11.60708134
4785,391.4530485,96.39855092
3446,83.55797676,83.55797676
971,203.9281613,10606.47684
3732,50.19036227,93.00205058
2091,19.12774436,19.12774436
2999,2267.949316,95477.63541
5992,14.03018455,14.03018455
3678,864.5257553,89221.36483
2046,133.1319207,133.1319207
2097,46.19009569,249.3666644
4952,52.666473,106.5415995
3585,145.3772386,695.669501
3641,856.6750103,856.6750103
3676,9875.476869,85557.60901
4925,76.95168148,72730.82574
2591,14.03018455,14.03018455
9651,178.7669173,178.7669173
3721,9.569637731,4076.71907
191,252.1331511,252.1331511
3953,27.80773753,58262.27375
3231,25.36855776,25.36855776
2499,8.399521531,8.399521531
3629,676.0126111,9.447272727
3229,55.60019139,20.2528093
5211,163.9441763,3746.047656
5632,482.3994532,2049.942105
5661,18.83450444,14.03018455
782,133.0816678,133.0816678
3695,122.6885988,746.0615311
3353,468.2598223,283.2292891
2752,38.25744361,312.8258647
5962,48.98206425,48.98206425
2221,345.4834997,2908.620089
132,252.1331511,252.1331511
4619,273.092201,52.62276145
5611,172.6348599,17773.26068
2041,119.9081203,119.9081203
7948,178.7669173,178.7669173
5736,10.29347232,30.05697198
3492,87.82313739,4049.798517
4213,208.6399863,208.6399863
3568,458.7134381,4779.658469
7829,423.7853725,638.5192686
9211,178.7669173,178.7669173
3644,152.070458,252.1331511
5461,14.45044429,14.45044429
5431,78.38414217,78.38414217
9641,182.8070472,5.262740943
4924,11435.41867,46869.91192
8231,96.39855092,96.39855092
5171,2182433.356,594246.9625
2431,27.18511962,19.1341285
3325,9948.241388,9948.241388
7291,7.99822283,3.294859877
3993,185.1502666,185.1502666
3462,89.20727273,427.8035954
3085,89.7469378,670469.9758
4311,8464.751531,43760.14913
3965,452.5963158,4336.048701
3845,336.4248394,2220.398551
